"","price"
"1275",48863.0996525575
"1276",51091.4741946759
"1277",120730.467046789
"1278",27070.7594621481
"1279",77887.9388818999
"1280",53144.9210585866
"1281",126381.611424758
"1282",177358.482267828
"1283",64475.5662966284
"1284",65100.0768070258
"1285",87991.4237701004
"1286",72597.5865106264
"1287",112711.287234349
"1288",115605.785628853
"1289",234878.018625318
"1290",66430.3886127719
"1291",77179.409146058
"1292",76918.6712401771
"1293",88502.087974065
"1294",122591.137008766
"1295",183832.284540835
"1296",185407.948867787
"1297",54720.8519337268
"1298",71716.1928818344
"1299",71182.557065242
"1300",71238.7717586582
"1301",88150.3184276778
"1302",102457.280446889
"1303",71482.345069559
"1304",13808.7348185058
"1305",53964.6317166788
"1306",53504.518510135
"1307",54121.4552461358
"1308",55058.0258999237
"1309",64409.5779523616
"1310",63608.3309062213
"1311",65642.9888852692
"1312",15425.9468385355
"1313",15242.6773313916
"1314",64567.6605918658
"1315",64306.8936078526
"1316",63651.9841372059
"1317",63102.7183480484
"1318",62874.7332108777
"1319",52579.7475232132
"1320",72295.8976525869
"1321",77096.7992092105
"1322",80581.916068664
"1323",182564.67508099
"1324",181811.919238882
"1325",182841.622271764
"1326",180755.762724649
"1327",184036.571266059
"1328",181559.164924397
"1329",77663.237340491
"1330",70033.8608536166
"1331",93672.6089901186
"1332",99233.0648079448
"1333",103458.666346657
"1334",97641.6645225127
"1335",116278.558315706
"1336",417264.548781207
"1337",507823.181840679
"1338",513393.35984334
"1339",522280.010426772
"1340",522943.839427062
"1341",40426.5226073528
"1342",116905.042068779
"1343",250249.51562554
"1344",239325.777741264
"1345",59856.6929632973
"1346",28725.3020837376
"1347",29022.194497792
"1348",69280.6367282144
"1349",58365.2983506427
"1350",58518.3512601043
"1351",115543.958361941
"1352",54387.34338428
"1353",55023.4592924796
"1354",67230.7758738993
"1355",54499.4636752547
"1356",60249.7985681574
"1357",13396.7283496049
"1358",13302.7751601535
"1359",64896.8934707293
"1360",74770.029720728
"1361",80601.0309708174
"1362",69840.5034636959
"1363",76983.8925298657
"1364",98125.6123323764
"1365",49659.1362645562
"1366",68385.8250133587
"1367",68279.5777888538
"1368",77765.7852958444
"1369",86010.7530349569
"1370",60204.9308745349
"1371",62964.2866339348
"1372",76725.1874160788
"1373",63309.1222909652
"1374",54615.9833137306
"1375",67656.8150201058
"1376",74832.603204527
"1377",80333.9715902513
"1378",61011.4426642714
"1379",73746.2236939472
"1380",48380.0953891264
"1381",91435.8165445121
"1382",96591.7856056037
"1383",103601.918710341
"1384",65510.6984983467
"1385",82604.0714372594
"1386",82449.7153864072
"1387",52862.6540602696
"1388",54124.7332027581
"1389",76683.3132688597
"1390",77437.6127360893
"1391",92568.2420323821
"1392",92985.9233244605
"1393",64797.5094184421
"1394",61554.7886269663
"1395",64934.4589034406
"1396",83496.1014037689
"1397",88437.3036649385
"1398",108953.122882703
"1399",108501.884645752
"1400",109838.934881705
"1401",17376.5196337972
"1402",17662.3522707955
"1403",13590.0034232928
"1404",13659.5967868487
"1405",13403.5681104993
"1406",13561.4242321783
"1407",13527.5543073508
"1408",126824.558119943
"1409",129667.186869204
"1410",127160.541419702
"1411",127805.022309643
"1412",129179.34141832
"1413",79017.9252196344
"1414",85172.3027510173
"1415",72544.3482438217
"1416",101111.303090959
"1417",74207.0384489923
"1418",57437.0963871749
"1419",102772.441950407
"1420",60759.5870243892
"1421",48554.299962129
"1422",80064.1244519088
"1423",86148.1642017479
"1424",84245.9136560915
"1425",52285.4129700407
"1426",49909.0653484475
"1427",45943.5178833065
"1428",58963.1189220359
"1429",45973.7980762463
"1430",43434.8275734732
"1431",66913.3353702972
"1432",31553.613858092
"1433",32469.1630631178
"1434",23689.7541194805
"1435",33953.447184767
"1436",25214.1857471559
"1437",26750.3345094357
"1438",33524.1168983196
"1439",37144.5781830257
"1440",50798.0026516424
"1441",22513.5495051767
"1442",26144.3919367853
"1443",47785.847191249
"1444",64619.3729559969
"1445",24728.4928891357
"1446",23234.8367525954
"1447",29374.376616323
"1448",29903.6222717805
"1449",33581.4315319081
"1450",89593.7799910398
"1451",44587.1065777248
"1452",44409.780529011
"1453",45351.9689515362
"1454",61041.0238844536
"1455",59865.09116259
"1456",61479.2512102313
"1457",80811.3165791339
"1458",77638.9089091439
"1459",80352.0272522249
"1460",84146.0458480752
"1461",92097.3229760052
"1462",101034.091133387
"1463",107885.986716912
"1464",116137.789739565
"1465",113453.8352585
"1466",81848.4594258015
"1467",111061.293074075
"1468",108845.285376933
"1469",76914.7138293581
"1470",77138.0237405237
"1471",36706.8761660196
"1472",21099.2818759392
"1473",21238.4468494227
"1474",48217.0555700511
"1475",19192.8599692529
"1476",20719.7623481537
"1477",20263.1431839211
"1478",23876.3834103195
"1479",22654.2828604827
"1480",51304.4974778759
"1481",58229.8910843564
"1482",63469.7474870926
"1483",49494.7332754107
"1484",47730.8530461894
"1485",18901.7727903942
"1486",19648.3666718044
"1487",32683.9033982162
"1488",55282.9003577921
"1489",15544.5881748471
"1490",15612.2301276852
"1491",15500.3256435411
"1492",89430.4869492394
"1493",66142.2818856928
"1494",91158.2880344729
"1495",89752.3100082096
"1496",88892.177647573
"1497",89680.406994182
"1498",73419.1231304516
"1499",90705.7269865739
"1500",103789.135578024
"1501",113976.983041555
"1502",22960.2850938185
"1503",47888.4141831958
"1504",45214.8061768098
"1505",48873.8618222209
"1506",57593.7735320323
"1507",108218.275995813
"1508",38069.5201510916
"1509",34687.425305609
"1510",65495.9344721645
"1511",70982.0793610808
"1512",104312.382619482
"1513",82340.7278075366
"1514",63625.6291621326
"1515",63302.6271247788
"1516",70913.6561930167
"1517",71056.0818803443
"1518",68349.6328744342
"1519",67388.5346365537
"1520",72539.1526718793
"1521",67796.7267460065
"1522",68812.1419401684
"1523",62961.8029510006
"1524",56057.5482179443
"1525",61416.6598453594
"1526",58800.2228996429
"1527",62572.9865834702
"1528",73624.3634985407
"1529",80150.3110854635
"1530",63357.473365581
"1531",87259.3438357307
"1532",68535.4518055414
"1533",84183.2399159514
"1534",106323.098741829
"1535",118211.548590528
"1536",119598.013611659
"1537",116574.203907461
"1538",121535.93849663
"1539",77681.881087777
"1540",84182.2583142707
"1541",106426.155346461
"1542",111043.705147249
"1543",105262.703601461
"1544",104035.569815601
"1545",113358.378772488
"1546",101048.941676301
"1547",101202.387123599
"1548",110360.218737895
"1549",53567.3175333972
"1550",43705.9306393388
"1551",51021.9566326178
"1552",47246.8952983721
"1553",49109.1554609555
"1554",46087.6814497069
"1555",48352.2886551954
"1556",47873.1748191891
"1557",50711.5294348223
"1558",51855.7184194979
"1559",48002.3021349194
"1560",51934.9536564179
"1561",76361.1645043568
"1562",77917.0091183262
"1563",77636.7737664283
"1564",76787.6165027614
"1565",100062.310636164
"1566",98495.9476298738
"1567",101217.652189546
"1568",100345.274395836
"1569",103494.427673005
"1570",98903.3707225355
"1571",101853.607740897
"1572",95945.1287386327
"1573",54194.5562047337
"1574",51313.2876119086
"1575",51387.0495328941
"1576",52898.6441832826
"1577",51229.6709305878
"1578",51380.9206899928
"1579",55111.2958180418
"1580",78039.1202638484
"1581",80703.2670930221
"1582",79665.6961315332
"1583",60527.5496026995
"1584",59977.9618685562
"1585",60477.0765401685
"1586",60778.6361740227
"1587",59776.6985567667
"1588",52069.7420994759
"1589",35467.8736529494
"1590",40808.3743564752
"1591",40453.758663535
"1592",40270.1429365726
"1593",39000.8569265147
"1594",49541.5700351762
"1595",53252.3879211925
"1596",68116.3607675183
"1597",54081.3697497252
"1598",15156.8819374769
"1599",36572.8339756831
"1600",50291.4898328282
"1601",49806.0639095235
"1602",11969.1508366195
"1603",13402.2921121521
"1604",13918.5528096586
"1605",28313.456516434
"1606",15894.0166465224
"1607",16439.4838685822
"1608",28642.1660346223
"1609",185157.024351291
"1610",201965.971103809
"1611",185330.113554463
"1612",77436.3140699861
"1613",82828.5699522788
"1614",34128.4752431853
"1615",43716.3992884024
"1616",41481.5191637832
"1617",41216.3537720769
"1618",34094.941852823
"1619",46656.6211351384
"1620",46176.9980056882
"1621",49253.6955050635
"1622",41617.6123550585
"1623",43243.8032830347
"1624",48328.2347142748
"1625",49666.2335934153
"1626",46275.9503834434
"1627",45432.5275927801
"1628",35539.2062169996
"1629",35495.9210198011
"1630",52501.7607364602
"1631",46390.1948288346
"1632",64699.3445984079
"1633",60660.3947778718
"1634",66422.3850857755
"1635",65962.5379178986
"1636",64847.2482293431
"1637",79794.4086940005
"1638",34212.6388549656
"1639",52276.9750767411
"1640",50805.595928852
"1641",41742.2410936342
"1642",50112.0536549219
"1643",48052.797624382
"1644",48201.4513276847
"1645",67750.0190344
"1646",67219.2227740828
"1647",75684.5591238247
"1648",76832.8929912569
"1649",77345.2114793103
"1650",76855.3351425585
"1651",45975.0321784839
"1652",68966.7923011746
"1653",111065.015142956
"1654",95886.2853005023
"1655",109307.718128763
"1656",84606.0003093895
"1657",88562.7360212608
"1658",84713.8162917969
"1659",87419.0200274192
"1660",35742.7690551005
"1661",45158.1729735183
"1662",59519.8938150199
"1663",32374.6742103662
"1664",32664.9137485854
"1665",33381.1168000816
"1666",32940.7694893833
"1667",72020.8739745911
"1668",102204.688096279
"1669",98118.0502619006
"1670",89009.8670984769
"1671",88879.3944633385
"1672",89039.4332349342
"1673",89950.0098975144
"1674",30069.8996087742
"1675",86225.2357282871
"1676",37031.4694506099
"1677",37246.6635537802
"1678",37203.4094194923
"1679",111805.366405488
"1680",134743.962721959
"1681",69739.9278219692
"1682",76084.3864452348
"1683",79365.0413888923
"1684",79830.492210593
"1685",30159.9259049176
"1686",30376.4012180298
"1687",31644.5742514993
"1688",32026.9743095657
"1689",31757.02565813
"1690",31804.0096026374
"1691",58206.292491425
"1692",86799.2403492869
"1693",86250.8949825434
"1694",101718.431053516
"1695",91398.6607535374
"1696",93097.6862359482
"1697",91427.9407119802
"1698",125932.539680459
"1699",127904.388613574
"1700",155385.327037879
"1701",56025.70792111
"1702",28777.2616517093
"1703",30900.7161822983
"1704",29963.1154229416
"1705",67175.8314131948
"1706",51317.0467221748
"1707",69781.8261584393
"1708",34570.4593867419
"1709",54345.7273205069
"1710",57946.3286097282
"1711",33005.9401902467
"1712",62545.8521654519
"1713",49029.5358414951
"1714",80115.354417209
"1715",80112.9393643389
"1716",79398.6467840628
"1717",79996.1907453759
"1718",40494.2704756172
"1719",115147.823315587
"1720",115296.786006299
"1721",114662.965399995
"1722",51550.3289034862
"1723",76169.3286950968
"1724",26564.0894801075
"1725",59374.018420207
"1726",62257.3882777355
"1727",41063.4040282164
"1728",40373.3143736781
"1729",103950.067973944
"1730",103384.166887438
"1731",59756.6933457595
"1732",24017.4526762528
"1733",40476.6735635474
"1734",40740.4868762705
"1735",52108.2299369505
"1736",52309.3507549693
"1737",65540.2429352254
"1738",53614.2812211028
"1739",65236.9179874905
"1740",27942.4121458898
"1741",41934.5592182106
"1742",35539.942231967
"1743",34521.3810733363
"1744",73021.0419922263
"1745",55362.1152412605
"1746",43433.6540777473
"1747",43548.2705823876
"1748",43492.3704295021
"1749",43354.9663589477
"1750",50622.9405889242
"1751",50691.1464655892
"1752",51551.2574894572
"1753",50759.7703034871
"1754",58438.3340363298
"1755",57812.7702257065
"1756",44280.2289860618
"1757",41287.3618945826
"1758",48418.0360304681
"1759",50547.443448297
"1760",54386.0747852322
"1761",69701.1402858733
"1762",70399.0651844056
"1763",69607.5347465637
"1764",41823.0401064593
"1765",24814.1409383573
"1766",39466.7350669469
"1767",53758.4674624803
"1768",58025.4601160601
"1769",55443.2895125881
"1770",35172.3721822805
"1771",35196.8540646824
"1772",38050.4802475954
"1773",22533.3775125189
"1774",25526.5552272181
"1775",39087.4270212669
"1776",47520.8727870279
"1777",39346.6501242223
"1778",46952.2208204623
"1779",50815.9416087821
"1780",39187.4706050634
"1781",50132.0617589579
"1782",50410.9857556719
"1783",61589.8714214559
"1784",60421.3388297116
"1785",61422.7738903054
"1786",60300.1983950209
"1787",46686.8774175747
"1788",58090.5977042762
"1789",47418.0068679983
"1790",46924.6025811401
"1791",58778.6097995347
"1792",55079.3689840746
"1793",52009.1463747344
"1794",57120.0480827038
"1795",52156.2991464163
"1796",65722.8824576274
"1797",63070.0873722293
"1798",43676.498709902
"1799",44568.1560678261
"1800",51086.7891371862
"1801",51216.709110976
"1802",54962.8329606115
"1803",44037.6560817384
"1804",44638.471204913
"1805",33502.8951198795
"1806",42596.0378588901
"1807",43396.3853528258
"1808",37174.497104069
"1809",29173.8794417552
"1810",61786.618211012
"1811",61491.8938807848
"1812",69271.2047674839
"1813",69142.71117131
"1814",69217.5086350896
"1815",44012.2351764972
"1816",44816.9557052848
"1817",44574.9925478415
"1818",45569.3889986886
"1819",35332.2718387716
"1820",36056.7481679667
"1821",33961.0118904744
"1822",36051.9718050861
"1823",33980.2225217295
"1824",33973.9507925029
"1825",65924.7353027192
"1826",25418.6650728858
"1827",55255.2572460227
"1828",24853.2534477903
"1829",26435.5184443466
"1830",31297.717063256
"1831",47139.3179472608
"1832",46830.8579547528
"1833",45935.4644944023
"1834",44621.3867906804
"1835",46715.9345385842
"1836",44610.7522288215
"1837",31294.5913235326
"1838",32803.6822864929
"1839",34831.7871236357
"1840",35189.6510742091
"1841",49130.8516972059
"1842",48659.8706941917
"1843",47990.0828354807
"1844",48830.2597085779
"1845",45250.4289061992
"1846",45412.0103308455
"1847",46852.4730083539
"1848",46290.0150374104
"1849",57295.5094415193
"1850",59905.3306394816
"1851",24487.415447401
"1852",26797.1745295683
"1853",26910.4111086192
"1854",33835.1669088143
"1855",43833.9561345117
"1856",43498.6731787137
"1857",43670.3835968938
"1858",39331.4155197549
"1859",38960.7832149316
"1860",29411.3537286338
"1861",42518.9297581137
"1862",38355.0929542371
"1863",38084.0850605397
"1864",42280.3092457499
"1865",59753.6134039579
"1866",56744.5281903838
"1867",58662.5101459644
"1868",69602.7353181734
"1869",67044.5932611028
"1870",64790.0960867688
"1871",38024.4992712453
"1872",35684.3691164868
"1873",37886.2371278394
"1874",38410.25522685
"1875",71327.2192444797
"1876",66709.6216435054
"1877",67983.3457990951
"1878",70136.2311657526
"1879",67412.2458382762
"1880",65943.1874120831
"1881",67838.5215330437
"1882",41437.7592597885
"1883",38417.6154671426
"1884",53962.446802271
"1885",55618.2525655474
"1886",54897.7594101097
"1887",54160.3652672247
"1888",54871.1601173137
"1889",42729.7477640117
"1890",43696.6333405155
"1891",53060.2720611573
"1892",53049.086708296
"1893",53124.9192487033
"1894",52936.6234892317
"1895",57753.8655034678
"1896",61460.990214411
"1897",58736.8009112603
"1898",38341.3339788462
"1899",38165.2293071022
"1900",36989.3567018163
"1901",48003.7843830805
"1902",40542.9534393819
"1903",40818.1285456995
"1904",59473.3364418807
"1905",42286.9550549982
"1906",40681.1146258231
"1907",41586.8684340585
"1908",29062.3977531665
"1909",30214.8475954095
"1910",56239.9403700426
"1911",53813.6206536
"1912",51521.6517101097
"1913",55840.463857387
"1914",53178.5617292316
"1915",68486.1169274438
"1916",67560.3358988951
"1917",65920.8555752138
"1918",60162.0430868174
"1919",61447.4282259411
"1920",60105.1850520383
"1921",62614.1994659906
"1922",87406.2695028422
"1923",54983.3311953424
"1924",55277.9881531098
"1925",47129.6059218624
"1926",51572.8212087513
"1927",56710.9891844899
"1928",57124.5651876875
"1929",56826.6317943257
"1930",57064.6759001126
"1931",56011.4631132409
"1932",23576.8049774764
"1933",23847.4584197014
"1934",23774.0765752358
"1935",23875.1796075455
"1936",61497.7377909449
"1937",61301.0151680914
"1938",91129.6585260267
"1939",42255.001163284
"1940",47263.4822261514
"1941",54403.102014858
"1942",45223.1334603716
"1943",61452.1759481722
"1944",61567.6614167774
"1945",49402.4911553286
"1946",48599.3503396526
"1947",49237.0244418649
"1948",48605.1691665113
"1949",49052.2510602584
"1950",49315.6885482325
"1951",49284.9019186531
"1952",50037.2458771601
"1953",55090.2269662138
"1954",53902.6895068629
"1955",54547.719691229
"1956",54279.2812288833
"1957",55325.3520939325
"1958",55267.3994877872
"1959",53324.9605533536
"1960",58719.9069910093
"1961",57279.0075707213
"1962",57807.4253030406
"1963",57789.6384824526
"1964",57810.9381317161
"1965",50699.2788692304
"1966",50460.1933976324
"1967",51736.0788602739
"1968",60425.9507952551
"1969",49484.9896897229
"1970",46700.7413017109
"1971",46629.1693630675
"1972",64668.4226747438
"1973",39152.0024809704
"1974",61439.3363150827
"1975",60030.1968004205
"1976",60066.964867366
"1977",64827.5614645415
"1978",68098.2395221155
"1979",108648.542697524
"1980",49811.1209718829
"1981",52611.4074676296
"1982",47437.5843372246
"1983",52753.0273947578
"1984",48787.4280928681
"1985",42139.6337619958
"1986",42298.2354180687
"1987",42428.8499891678
"1988",70874.3344685007
"1989",71761.9937478388
"1990",31189.4575966193
"1991",41615.4249375809
"1992",47665.2281724268
"1993",39025.5386646568
"1994",31761.4630782505
"1995",26172.40105233
"1996",27995.847514295
"1997",26672.2982265327
"1998",31820.3169492272
"1999",49056.3084994135
"2000",51087.0897642228
"2001",27829.0613310577
"2002",40372.9628108622
"2003",50336.2645136966
"2004",32469.834724302
"2005",30701.8867796001
"2006",44920.2862759339
"2007",45491.5877334057
"2008",45249.9090436748
"2009",21441.7193991716
"2010",68997.9504827666
"2011",69782.0857526397
"2012",34716.810171408
"2013",25562.6668686833
"2014",33317.9193922114
"2015",35390.6029105156
"2016",35290.2589820432
"2017",71886.5971649071
"2018",31013.194150932
"2019",47056.4235916527
"2020",43702.8305190017
"2021",45595.8257947188
"2022",48390.6994459365
"2023",49504.8104639354
"2024",30511.3492627912
"2025",29607.4209641543
"2026",66018.9751183462
"2027",41334.1871898749
"2028",17744.4956025958
"2029",23612.7521959459
"2030",25071.5263655272
"2031",25289.4871015029
"2032",35212.0449204784
"2033",41144.1633896532
"2034",43552.1181976668
"2035",40417.4059462283
"2036",51057.9978506012
"2037",44450.9502535984
"2038",42088.2218204107
"2039",43829.0399550004
"2040",56691.5169199872
"2041",57134.9722634163
"2042",42776.2403362275
"2043",54312.3908193281
"2044",35691.8287509873
"2045",42582.6169287829
"2046",42112.2430110417
"2047",42849.1090375007
"2048",50085.1208382515
"2049",29090.2949758166
"2050",35671.2043264802
"2051",23457.1163971965
"2052",23945.4919174814
"2053",23901.6900826561
"2054",23555.7357723628
"2055",24036.4924574582
"2056",36224.8476406264
"2057",45733.4518856056
"2058",47599.8150620443
"2059",47031.5288404763
"2060",53265.979895418
"2061",12371.4706206101
"2062",19321.6021121106
"2063",19307.0324879075
"2064",31285.0469842975
"2065",45238.1951944791
"2066",45219.2695559445
"2067",44541.1729977644
"2068",30497.9341474551
"2069",28575.3594741208
"2070",28728.8365389784
"2071",58763.8780331786
"2072",58785.61930381
"2073",62552.9586900385
"2074",26800.5448809706
"2075",53910.7802987772
"2076",60423.6405044402
"2077",22547.9940102068
"2078",27692.989703952
"2079",33034.0441225119
"2080",47566.1146653847
"2081",31399.6385545598
"2082",48599.2008320383
"2083",33317.3903859738
"2084",41361.79592125
"2085",33621.196052734
"2086",11503.5376373814
"2087",46416.3518690835
"2088",45766.7402724668
"2089",46483.4910057482
"2090",46376.926275466
"2091",46220.8325720344
"2092",46138.151219991
"2093",47448.1995775522
"2094",47277.9218090492
"2095",47178.5132001395
"2096",47674.1474794805
"2097",29545.0599927812
"2098",37156.0563102552
"2099",39948.3739159772
"2100",39038.2410863998
"2101",42568.072449287
"2102",15357.2974584365
"2103",33601.2282318703
"2104",34963.8919065969
"2105",41726.6437342661
"2106",40190.0178368602
"2107",29318.7773859376
"2108",45965.7175994457
"2109",29585.282916022
"2110",37339.9859570969
"2111",35698.791725794
"2112",41344.7258939456
"2113",38296.7899964103
"2114",39013.6991946194
"2115",45706.8272478299
"2116",48551.011944277
"2117",42136.4925808312
"2118",43340.2680472063
"2119",51081.8616785578
"2120",26685.0966995388
"2121",31133.3997087352
"2122",45509.6895824347
"2123",25907.2640362285
"2124",27266.7576377975
"2125",36805.7236725167
"2126",31903.7456743888
"2127",32282.6614327209
"2128",32353.8159334629
"2129",32262.1861208329
"2130",47851.2252408786
"2131",46984.4571918428
"2132",50039.6813129234
"2133",28065.0981353885
"2134",28330.5352740342
"2135",35415.5411836749
"2136",42175.2885559793
"2137",40686.3554198346
"2138",39581.2130040595
"2139",40942.8957548552
"2140",26854.174076192
"2141",31510.2684266461
"2142",29467.7939114501
"2143",20387.6951481023
"2144",22793.8191821189
"2145",29772.2226342005
"2146",46617.5179255647
"2147",46973.7442685564
"2148",47232.9000819864
"2149",47009.6331656759
"2150",47409.9032786315
"2151",47205.661360157
"2152",39782.6572119662
"2153",39914.4143069622
"2154",39910.9482447264
"2155",39828.4816537172
"2156",39979.2651769511
"2157",39428.3836614336
"2158",39822.8611189526
"2159",46683.9202399124
"2160",46303.3844537725
"2161",46640.5108164767
"2162",46456.4327896368
"2163",46470.2266813748
"2164",38461.0587014158
"2165",39669.2813713392
"2166",61046.4591910567
"2167",60212.9731036649
"2168",61462.0810372276
"2169",61245.0542799046
"2170",42442.8350337747
"2171",43040.2122206224
"2172",55087.049282531
"2173",50653.1706034171
"2174",42160.6082076486
"2175",57627.8532290254
"2176",60237.8381900793
"2177",72925.8523351553
"2178",73028.4809608229
"2179",73813.7613934403
"2180",94632.3970697248
"2181",94505.1663853431
"2182",43911.7954843042
"2183",44253.5885737327
"2184",36989.8716867877
"2185",44708.298797974
"2186",45399.9028701512
"2187",52204.7430404958
"2188",52467.0670331893
"2189",55604.9002276834
"2190",55132.7212859155
"2191",45249.2345070965
"2192",50482.1175836986
"2193",71803.9952008113
"2194",48678.2552493109
"2195",49918.4467863286
"2196",44903.8373550688
"2197",40490.6064256749
"2198",50923.4345246022
"2199",57115.8766243672
"2200",48581.03972366
"2201",81115.8005236596
"2202",43121.5844464755
"2203",37924.4132831761
"2204",54723.4136361459
"2205",55398.9673428757
"2206",55929.3629350556
"2207",36650.9226691484
"2208",37432.0078866182
"2209",44354.1145976642
"2210",51684.4849006249
"2211",77817.2493754563
"2212",78642.7130149626
"2213",77854.2787891781
"2214",77995.8337609135
"2215",84968.1944797138
"2216",86082.8099333376
"2217",86478.5827214806
"2218",86844.4996776578
"2219",77259.5657096627
"2220",39630.1673868133
"2221",63874.6119426486
"2222",47916.4107066802
"2223",46877.7787114185
"2224",48386.7181239154
"2225",48436.5369193848
"2226",50534.5949104996
"2227",51072.7911124724
"2228",51748.5923960287
"2229",72241.9707886455
"2230",71128.093317996
"2231",71534.1811306035
"2232",81056.0505147442
"2233",35306.4277859794
"2234",90254.0753164724
"2235",44583.0543199308
"2236",106271.778907826
"2237",102204.45375071
"2238",83680.8701034363
"2239",46280.6649370361
"2240",39280.6439111003
"2241",39507.7059584554
"2242",94638.2011932962
"2243",96082.3117017983
"2244",112569.253388019
"2245",111184.119202801
"2246",109824.072696087
"2247",32578.074517809
"2248",45961.8312244191
"2249",43005.6435208782
"2250",42764.7782480908
"2251",52284.0199665623
"2252",52082.8458164939
"2253",67885.2372652351
"2254",17568.23125769
"2255",17555.2693126466
"2256",17640.0431915984
"2257",17730.5519058838
"2258",18375.5268622141
"2259",17853.3526679771
"2260",18288.5732360378
"2261",18368.3019292202
"2262",22077.7699355011
"2263",37751.8575617615
"2264",93787.5132420452
"2265",93865.0393321339
"2266",103944.508372647
"2267",68427.0662476389
"2268",66701.7758084426
"2269",30087.4583786248
"2270",21860.7392539596
"2271",20237.625476822
"2272",20911.4509375779
"2273",21100.2579091577
"2274",34780.8264122928
"2275",44867.2362495668
"2276",48237.2655586674
"2277",28495.9130385765
"2278",71456.2087884261
"2279",47740.1538523611
"2280",43421.0750267525
"2281",26317.3980490932
"2282",42702.4382266059
"2283",47869.2515010688
"2284",32425.3000115731
"2285",54881.5385219482
"2286",55441.7890413538
"2287",69164.2179100125
"2288",34209.8905159976
"2289",41291.0971420997
"2290",41464.204274516
"2291",41378.5606903654
"2292",22667.9154474489
"2293",49906.5428776395
"2294",66334.604137551
"2295",65373.4618879815
"2296",65480.1019018523
"2297",42125.4871881745
"2298",42401.5700159993
"2299",42410.0158718933
"2300",42287.0363925989
"2301",42004.1518534066
"2302",55398.3415396362
"2303",29712.4208541151
"2304",51114.9782540437
"2305",43952.2600661093
"2306",44026.9576953764
"2307",43551.9094319474
"2308",54185.4663229646
"2309",67591.6898989213
"2310",33865.1681238619
"2311",34994.4549820206
"2312",62907.8210575825
"2313",60931.4488631105
"2314",61982.3174914347
"2315",89113.3589422721
"2316",48902.18230124
"2317",51635.2651159751
"2318",69685.5803183699
"2319",81800.1530577182
"2320",81540.3304407107
"2321",46878.2449608827
"2322",47283.9714461526
"2323",56705.8823269818
"2324",46191.8714780801
"2325",46183.4965152574
"2326",55231.709209151
"2327",60696.1460846556
"2328",52654.7590601395
"2329",160035.965866147
"2330",61950.2320788685
"2331",62888.7688078229
"2332",64302.3000644309
"2333",51003.4354749431
"2334",52338.4108071406
"2335",32303.0175225847
"2336",49896.2328115108
"2337",54989.6181598934
"2338",33791.8768510019
"2339",34345.717032046
"2340",43771.2496293057
"2341",50277.8182786845
"2342",61892.2312515813
"2343",62729.8109442648
"2344",64701.6052097868
"2345",75368.8136711824
"2346",76062.4433219666
"2347",68223.4743996447
"2348",55883.2312125953
"2349",57671.8320007811
"2350",61122.3676707805
"2351",47301.748971869
"2352",61286.2087348426
"2353",60281.6311061192
"2354",68256.9462613784
"2355",66577.773375972
"2356",30178.8532398041
"2357",77423.0119233721
"2358",39786.5974042096
"2359",39308.4168715338
"2360",50575.854244362
"2361",59511.7373716222
"2362",67157.8902613489
"2363",39739.5190808647
"2364",47673.3474274541
"2365",54423.69805887
"2366",34578.0236790353
"2367",43850.1482411292
"2368",75945.1210934669
"2369",82536.2235751238
"2370",42584.2188830325
"2371",51819.4192209922
"2372",30910.2488507226
"2373",41430.814026371
"2374",41978.8517501952
"2375",41508.2883711552
"2376",143969.328594465
"2377",34168.3546602849
"2378",58217.9119581896
"2379",58478.7195719533
"2380",58848.6230986665
"2381",81765.1973625307
"2382",43484.4896449308
"2383",51385.4305688582
"2384",35095.6687466193
"2385",35140.1490269484
"2386",32299.8879853329
"2387",33300.1903981837
"2388",44757.8761402658
"2389",47730.2934878182
"2390",58192.886062161
"2391",63202.0017738115
"2392",28062.1850766141
"2393",28845.6643836314
"2394",50272.0878799248
"2395",57723.5821111507
"2396",57705.1584254357
"2397",43062.614766982
"2398",43216.6724981806
"2399",51982.0230183789
"2400",51036.097540567
"2401",51179.8183238403
"2402",52101.245274632
"2403",52114.2189751906
"2404",51055.5605273853
"2405",51609.6280923082
"2406",50910.8782068814
"2407",39261.3552656005
"2408",37662.2698515396
"2409",44776.6341646146
"2410",50966.7104818088
"2411",54647.2842500435
"2412",61016.9207170235
"2413",40222.7788115176
"2414",35655.0270532042
"2415",48181.4120101134
"2416",53416.7316880289
"2417",43063.5331851769
"2418",30952.4553580435
"2419",31228.7442906285
"2420",38698.2587512613
"2421",44641.5920650811
"2422",45899.595983354
"2423",46359.166131718
"2424",44131.9130369938
"2425",43715.2462482449
"2426",35300.1651170643
"2427",44640.3722116902
"2428",52427.0803287559
"2429",52780.3054176672
"2430",39293.6542754638
"2431",43158.7604464224
"2432",51100.8285912955
"2433",39443.6763602204
"2434",48853.5608775929
"2435",43794.1368336951
"2436",55258.6250945397
"2437",55467.8177290946
"2438",55709.1461295434
"2439",60706.4107722655
"2440",51853.3499263955
"2441",32116.6916469672
"2442",30819.5110842899
"2443",45023.9596046854
"2444",37716.5414206869
"2445",44995.1368742147
"2446",44551.9352779893
"2447",44790.9294010539
"2448",36879.9565135617
"2449",49472.4532115765
"2450",42125.6773573073
"2451",41513.1176072287
"2452",49704.5333146377
"2453",57337.4146721216
"2454",26950.9698038361
"2455",27792.9719286975
